ulasan_bersih,sentiment_score,sentiment_category,predicted_rating,panjang_ulasan
kualitas hd tdk bagus netflix episode yg tdk gambar sesal paling disney ,-7,Negatif,1,12
kalo nonton ga selesai nonton lg layar nya hitam blank suara doang restar hp udah langgan,-8,Negatif,1,16
aplikasi bagus banget,-7,Negatif,1,3
jelekkkk,0,Netral,3,1
layar hitam,-4,Negatif,2,2
pis beli paket langgan eh udah kena black screen pas baca review rating udah alami benarbenar rugi konsumen kalo ga fixed asli parah kualitas disney hotsar,-5,Negatif,1,26
disney ya black screen bayar payment potong bulankecewa,-1,Negatif,2,8
langanan aja ribet bgt dr aplikasi mala lwt email trus pke code msk kirim pke email ya ga bs buka bareng gt otomotis tutup salah satuudah mahal langanan ribet,-21,Negatif,1,29
maaf isi film gak bagus anak rusak moral generasi terus bye bye,-24,Negatif,1,12
update block screen layar hitam audio jalan yg tonton klo bgini trus film seru,-17,Negatif,1,14
hapus akun ngikutin instruksi nya ngarahin web instruksi mulu gk ni aplikasi,-16,Negatif,1,12
aplikasi rusak ,-8,Negatif,1,2
beli sajasekarang erti nilai org apk buruk,-5,Negatif,1,7
iklan tutup,-2,Negatif,2,2
lanjut langgan kena potong dana otomatis tuju daftar akun debit,-8,Negatif,1,10
black screen pakai tolong kembali uang,-2,Negatif,2,6
aplikasi ribet daftar langgan aja susah,-11,Negatif,1,6
baik cepat mungkinkarena manusia lama barang rusakitu sajadan terima kasih,-4,Negatif,2,10
kecewa ya film rekomendasi yg suka nonton netiflix hbo aja,4,Positif,4,10
pas nonton film layar hitam audio jalan gimana atas,-5,Negatif,1,9
aplikasi tibatiba gabisa putar filmdrama koneksi bagus wifi lancar speedtest bagus gabisa putar film udah langgan bulan gabisa pakai gimana tolong disney baik aplikasi biar rating tetep bagus konsumen puas filmdramanya bagusbagus tuh tolong yaa tingkat spesifikasi aplikasi,-30,Negatif,1,38
lamban banget aplikasi iniga kaya netflix,-5,Negatif,1,6
gambar tampil putar film,-6,Negatif,1,4
buka redmi pad pro,-3,Negatif,2,4
jelekkk banget gk subtitle nya,1,Positif,4,5
tolong aplikasi nya baik lagi udah langgan klo nonton layar gelap gak gambar,-15,Negatif,1,13
apk lot tv android beda apk belah n lancar lamcar aja ga lot,-18,Negatif,1,13
layar hitam,-4,Negatif,2,2
udah beda yah sistem langgan nya udah ribet buka website kirim otp ga langgan auto uninstall ,-7,Negatif,1,16
milik masalah pilih paket tawar nomor telpon alas deteksi traffic perangkat hadeh disney jalan nomor telpon paksa,-13,Negatif,1,17
gak gak login login bayar via dana,1,Positif,4,7
kecewa bayar langgan nonton,-1,Negatif,2,4
susah msuk ny bnyk cingcong,-3,Negatif,2,5
apk gak beli mahal gilir nonton gak muncul yg suara apk pembodohann download beli paketnyaa,-9,Negatif,1,15
nyoba masuk smart tv pke akun yg ga bisaa pdhl udh d logout dri hp akun sdh aktif brlangganan gilir kmbli login hp bs masuk tpi dsruh paket lgii utk nnton bolak log in out ttp ga bisaa gmna solusi klo ttp ga bs d pke brasa sia duit ribu beli paket,-6,Negatif,1,52
tonton serial film layar hitam muat guna jalan normal alami layar hitam muat tolong kembali uang sial,-20,Negatif,1,17
bufering payah kalo nonton udah bayar woii gratis,1,Positif,4,8
ngga log in nomer hp tolong baik,-5,Negatif,1,7
apk masalah bikin akun aja susah,-6,Negatif,1,6
padah gampang banget bayar ribet masuk akun aja gk bayar langgan ribet parah,-21,Negatif,1,13
nomor hp masuk alas traffic udah semangat nonton,-4,Negatif,2,8
play kendala apa terima kasih follow up,-2,Negatif,2,7
update tab android buka aplikasi putar film tab tibatiba hang no respon paksa hard restart tab coba install ulang aplikasi hasil tolong update fix bug thanks,-10,Negatif,1,26
unduh,0,Netral,3,1
film batas,-3,Negatif,2,2
gabisa stop langgan gimana ni aplikasi,-5,Negatif,1,6
gajelas nih gopaynya bayar gamau langgan balikin duit,-5,Negatif,1,8
knpsi perangkat gue ga lgi dipake gua gabisa nonton dihp alesannya karna hubung yg pdhl gua paket ga org rugi deh tolong baik woy nonton,-13,Negatif,1,25
bayar nya ribet,-7,Negatif,1,3
ken langgan kasih access denied cmn ken langgan ga ngerugiin,-1,Negatif,2,10
jelek,-5,Negatif,1,1
tolong disney udah black screen udah langgan,0,Netral,3,7
bagus banget film nya jugu,-3,Negatif,2,5
apk tqikkkk masuk nomer aja susah,-5,Negatif,1,6
kena black screen streaming jalan cuman subtitle menit loading ga tau kenapaa udah kali gin jangka ga akalin udah download gitu aplk udah update udah tunggu nothing change hasil diskon sharing gin cerita aja bohong  u need to fix your app first instead donated ur money for kllr,-6,Negatif,1,48
dear disney harga film cinta dunia dingin sepi buat sulit nafas kisah harap hidup terima kasih salam tulus ,-4,Negatif,2,18
langgan saldo potong kalo yg langgan mikir susah henti,-6,Negatif,1,9
saldo potong otomatis tulis guna gratis udah jam bayar jelek,0,Netral,3,10
bagus bangettt film suka situ,-5,Negatif,1,5
sih aplikasi jelek bangat langgan ribubulan pas nonton ga iya kelas disney nipu jelek bangat,-12,Negatif,1,15
oke,2,Positif,4,1
bagus,-4,Negatif,2,1
bagus,-4,Negatif,2,1
pgn nonton ajh ferivikasi akun rebett susah bangt nonton doang kelola akun,-4,Negatif,2,12
beli paket premium jamin k me nonton mentok p baca emang scam k for p damn  tonton hp poco x pro hp support k idk,-11,Negatif,1,25
gabisa panjang langgan aneh,0,Netral,3,4
mahal kemren k,1,Positif,4,3
makasih promo nya langsung langgan  sukses,15,Positif,5,6
dub indonesia lgi serialfilm baru update film,0,Netral,3,7
apk nya bagus film nya lumayan seru,-11,Negatif,1,7
udah bayar mahal pas udah downlod aplikasi eror doenload,-7,Negatif,1,9
susah banget atur help desk udah dewasa salah klik pilih film anakanak ubah gak,-8,Negatif,1,14
gada gambar,-3,Negatif,2,2
ahhh ribet banget sih nonton film aja daftar nya ribet,-9,Negatif,1,10
kode verifikasi nya kg msk msk kocaq,-3,Negatif,2,7
aplikasi idiot buka kaleng kaga,-12,Negatif,1,5
terkadang gambar muncul suara subtitle,-4,Negatif,2,5
film nya dikit bgt skrng langgan tahun asa rugi pdhl tahun yg langgan bnyk film ny tp skrng dah,-10,Negatif,1,19
sya mendownload apl knp tdk buka ya,1,Positif,4,7
ni apk bayar nonton layar gelap dengerin audio nya aja hadehh benerin bug apk nya customer ga nyaman bug nya,1,Positif,4,20
gabisa daftar mulu,-4,Negatif,2,3
bayar aplikasi susah situs langsung play store,-7,Negatif,1,7
parah banget ga nonton layar hitam muncul suara aja putus sesal langgan email tanggapab,-18,Negatif,1,14
login aja susah,-2,Negatif,2,3
panjang balikin saldo panjang konfirmasi,9,Positif,5,5
bagus,-4,Negatif,2,1
bagusagak kecewa terjemah bahasa ngk,-4,Negatif,2,5
sungguh kecewa yah kirain update bagus blok screenlayar hitam audio jalan langgan promo kualitas nya jelek film serial drama yg bagus gak nonton,-13,Negatif,1,23
udh cancel subscription nya tp potong saldo refund,0,Netral,3,8
gak masuk,-3,Negatif,2,2
buka aplikasi,-7,Negatif,1,2
nge bug aplikasi,-4,Negatif,2,3
setelh baca ulas hp jaring aplikasi nyedot uang tok layar hitam suara bener kaya kena scam,-13,Negatif,1,16
cape banget dah error mulu install uninstall restart hp install tetep aja error nonton layar gelap kadang macet audio jalan kadang buffering ampe kiamat error layar lightsaber njirr ampe disnepp,-22,Negatif,1,30
disney ko ga buka ganggu mulu dalangganan pils kasi solusi,-8,Negatif,1,10
suka aplikasi,-5,Negatif,1,2
nih loging udah langgan ,2,Positif,4,4
play film buffring ambil paket premium,1,Positif,4,6
hadweh susah play mahal doang ga bagus,-7,Negatif,1,7
tolong baik yg tonton klo gelap,-11,Negatif,1,6
mohon izin filmya ,-6,Negatif,1,3
aplikasi putar video perangkat,-4,Negatif,2,4
gw yah langgan aja susah mending netflix gampang paan sampah udah visa bri dana kemanain kelola akun ribet pake kartu langgan susah aplikasi sampah gampang aplikasi nya langsung kalo langgan tuh gampang tinggal pencet ribu ntar tinggal milih bayar pake dana briva gampang aplikasi sampah web gak jir bayar nya cuman visa dana doang gak visa dana gim,-43,Negatif,1,58
menit tambang sedia telepon masuk no telp kga trs kejut,-4,Negatif,2,10
bayar nyangkut email orang nomernya nomer gimana ga nonton kelola akun email email orang pake email udah potong,-5,Negatif,1,18
minggu aplikasi tonton voice and subtitle only with no videos baik bug nya,-8,Negatif,1,13
kecewa berat gua udah premium pental aplikasi,-8,Negatif,1,7
aplikasi reng banget please suka layar hitam audio jalan kirain jaring jelek pas film nonton aja jelek tau film audio jalan ga gambar hpnya direstart aplikasi bagus pokok jelek bangeeeett keseeeel,-37,Negatif,1,31
hadehhh tiba black screen doang audio sub ttp jln tolong pdhl bnyk yg ngalamin dlu ga tanggap ubah skali rating udh turun ga niat upgrade sampe,-3,Negatif,2,26
anjing,-4,Negatif,2,1
subscribe nonton uninstal instal ulang logoin,0,Netral,3,6
ya blok screen kemaren kirain karna sinyal jaring jelek udah coba uninstal instal hapus data macem tetep gabisa nampilin gambar suara subtitle aja tolong baik bukaa film ya tp gabisa tonton,-13,Negatif,1,31
chanel sy bs buka mslh vpn,-3,Negatif,2,6
cacat black screen putar video nya putusputus moga cepat baik,-8,Negatif,1,10
aplikasi saran download beli premium lihat film nyaaa black screen audio subtitle jalan film muncul download beli premium kecewa,-9,Negatif,1,19
astaga daftar login aja susah bener,-10,Negatif,1,6
asli disney lu ga ngatasiin yg tuh black screen muter doang muter stress minus lu,-7,Negatif,1,15
tibatiba gak muncul gambar,-6,Negatif,1,4
bulan aplikasi jalan pilih film serial bagus tarik download cepat aplikasi,-16,Negatif,1,11
knapa pasu nomor telefon,0,Netral,3,4
blackscreen koneksi putus putus udah direport aplikasi kagak benah,-21,Negatif,1,9
,0,Netral,3,1
mantapp,0,Netral,3,1
badmood pagi tonton muncul blackscreen layar mutar mutar gak nonton unduh aju lapor email mohon tanggap,-14,Negatif,1,16
jelek banget sumpah download,-7,Negatif,1,4
alhamdulillah direfund paket langgan terimakasih ,16,Positif,5,5
anggota langgan,-1,Negatif,2,2
subtitle nya kecilll mata atitttt,-2,Negatif,2,5
om list film nya aja,1,Positif,4,5
daftar aja udah sulit malas uninstal dah,-9,Negatif,1,7
udah langgan udah nonton kali paket habis tibatiba gk login akun,3,Positif,4,11
langgan mei iniberhenti film nya menarikbaru buka lagiada drakor yg menarikniat hati langgan metode bayar nya ribetdl pake shopee cuman gopayayolah mudah lagibiar langgan,-8,Negatif,1,24
kecewa kelas disney hotstar film jarang update film aja sekali update tarik,-1,Negatif,2,12
bug mahal beli mahal,-1,Negatif,2,4
pedahal aplikasi ny bgus mlh gk masuk pdhal no bner email bnar sdih bnget ,-9,Negatif,1,14
tombol beli paket,1,Positif,4,3
suka,-1,Negatif,2,1
gajelas banget gabisa hapus akun,-2,Negatif,2,5
jelek banget udah langgan tp pas nonton tiba layar hitam suara nya tp gambar gak udah kirim email tp gak,-5,Negatif,1,20
daftar langsung menyesalfilm bollywood nggak,-3,Negatif,2,5
mantap,5,Positif,5,1
buruk,-5,Negatif,1,1
tk bagus,-4,Negatif,2,2
bnyk yg lbh,0,Netral,3,3
niat langgan tibatiba saldo tarik refund,6,Positif,5,6
kecewa black screen audio subtitle jalan coba jalan hapus memori restart hp bikin aplikasi bener kelas disney error fatal ngebunuh mood banget nonton restart hp benerin error,-24,Negatif,1,27
black screen pas nonton langgan  muncul icon loding internet nya bagus harap karya tonton aplikasi kecewa,-10,Negatif,1,16
aplikasi elek,-4,Negatif,2,2
br aja daptar udah bayar lagan unistal deh,-2,Negatif,2,8
ga muter ga suara putus ga gambar ku wifinya a pakai data telkomsel sy lihat keluh ulas harap atas langgan lancar langgan buka film maksud bgm email lapor baik tonton langgan dampak ok,-18,Negatif,1,33
black screen suara tulis ulas betul balas standard coba kirim email bla bla betul,-11,Negatif,1,14
udah minggu upgrade bayar tampil black out suara translate layar black gimana sih beli premium tp layar tambilan black,-8,Negatif,1,19
opsi bayar sistem bayar sulit,-10,Negatif,1,5
bagus,-4,Negatif,2,1
akun nya ribet banget wtf,-3,Negatif,2,5
black screen gk tonton udah d bayar klo gk dibenerin minimal refund,-10,Negatif,1,12
login tv scan code qr arah aplikasi browser,-8,Negatif,1,8
khusus wilayah asia tenggara dikoreaapakah buka app,-3,Negatif,2,7
layar hitam,-4,Negatif,2,2
apk nya jelek bnyk bug jngn download error mulu pdhal sya harap apk nya bagus kecewa,-20,Negatif,1,16
mana bayar dompet gopay gopay doang gagal gagal niat hapus aplikasi,-19,Negatif,1,11
acara koffe with karan,0,Netral,3,4
ga film putar black screen jaring lancar udah coba login ulang tetep,0,Netral,3,12
jelek film,-5,Negatif,1,2
mantap sih pilih kartun yg gw suka banget bintang aplikasi ini,-1,Negatif,2,11
henti langgan tp tagih bayar,-8,Negatif,1,5
bayar cih,-3,Negatif,2,2
bagus aplikasi disneyhotstar ulas negatif aplikasi guna disney hotstar tolong lengkap koleksi film serial,-15,Negatif,1,14
layar hitam,-4,Negatif,2,2
suara blackscreenudah bayar mahal ngebug,-3,Negatif,2,5
bgt bgt gedor kualitas video nya p drop jaring lancar,-2,Negatif,2,10
macet,0,Netral,3,1
gk bayar kacau ruweetttttt,-3,Negatif,2,4
download karna udah film metode bayar sulit,-8,Negatif,1,7
pas msih buka pas skrng tulisansomething went wrong mulu ya udah cari tutorial gimna nanganinnya ttp aja gk syng bnget udh langgan mna jatah langgan trus ktnya deteksi pke vpn gitu pdhal nggk pake,5,Positif,5,34
film nya ngga suka ngebug pas ganti resolusi video audio kadang ngga,1,Positif,4,12
unduh film otak selesai hilang apaapa coba raksasa guna unduh kuota aja,-12,Negatif,1,12
jelek bgttt gampang ngeleg gabisa buka udah bayar mahal mahal ga dipake udah gitu ga opsi batal langgan saldo kuras teruss kalo ga uang habis sia sia ga download dehhh kalo rating bintang kasih bintang bintang kayak ga pantesss,-30,Negatif,1,39
fitur download play,0,Netral,3,3
aplikasi nya parah muncul black screen muter muter oey gimana oey dah lanjur bayar ayo disney tanggung,-19,Negatif,1,17
gbisa pke wifi,0,Netral,3,3
layar hitam,-4,Negatif,2,2
sering black screen pas nonton subtitle suara gambar gaada,-1,Negatif,2,9
film beku internet kuat,-3,Negatif,2,4
kelola akun bayar tonton ada bantu,-14,Negatif,1,6
film hbo max metode bayar susah banget bayar dana udah shopeepay aplikasi gopay coba web nomor hadeuh,-14,Negatif,1,17
turunin harga pls,0,Netral,3,3
film jadul,-3,Negatif,2,2
sy suka film kualitas gambar yg tajam,-2,Negatif,2,7
aneh tulis email nomor jaring lancar login hapus bug,-6,Negatif,1,9
nonton suara gambar ladi loading sj mohon solusi,-3,Negatif,2,8
nya metode bayar langgan chrome dlu login ulang gk hasil banget eror gk login tolong metode bayar langsung apk nya gk chrome gk login ulang resolusi nya udh yg full hd mas aja yg burik abis,-11,Negatif,1,36
aplikasi murah,-6,Negatif,1,2
tiba video nya gambar muncul suara subtitle nya woi udah restart kali aja hasil nihil series film hasil tolong benarin,-6,Negatif,1,20
udh coba ulang kali periksa email tonton bsa mes cek email email masuk kode otp mana pergi mana kode bayar mahal ga mahal tonton,-31,Negatif,1,24
eror black screen gin aduh coba solusi,-5,Negatif,1,7
aplikasi nggak putar beli paket upgrade email kelola tanggap aplikasi,-7,Negatif,1,10
bayar langgan rumit coba kali gopay sambung nomor hp gopay sesuai film disney bagus bagus sayang bayar kali rumit,-26,Negatif,1,19
susah banget langgan skrg buka email login otp buset knpa ga dibkin simpel ajasih gembel,-5,Negatif,1,15
woi benerin bug black screen nya dh ngeluarin duit kek gin,0,Netral,3,11
hits baik laris kumpul,-1,Negatif,2,4
batal gak,-5,Negatif,1,2
servermu lot tlol udah pake wifi mbps buffring mending langgan youtube premium kalo gin,-4,Negatif,2,14
susah login udah nulis nomor hp gk nulis gmail gk gimana salah nomor hp gimana udah excited nonton gak login kecewa si,-8,Negatif,1,22
makasihh,0,Netral,3,1
tolong benerin gk buka aplikasi,-9,Negatif,1,5
cari bstation muncul ni apk,-6,Negatif,1,5
tolong bannyak musim season gak lengkap nya kayak the owl house season nya aplikasi streaming alih suara bahasa indonesia anime jarang banget paling kayak demon slayer asa bahasa indonesia nya kayak spy x family sisa nya bahasa jepang tolong lengkap season dubbing bahasa indonesia  biar tonton puas,-52,Negatif,1,47
payah udah setel resolusi p ganti ganti mending bikin loading aja,-5,Negatif,1,11
ga daftar akun apk sih ga bgt puter masuk email pdhl niat bayar mlh sulit,-9,Negatif,1,15
pas download aga ragu karna ratingnya bulan ya bagus aja ngelag,0,Netral,3,11
buruk,-5,Negatif,1,1
bayar g duh g bener aja nie aplikasi,-11,Negatif,1,8
tibatiba black screen suara doang engga gambar,-5,Negatif,1,7
nonton aja blackscreen cox dah langgan mahal blackscreen bawok ta,-2,Negatif,2,10
kemarin rb sekian binggung bayarnyaeh pas ketemu teman mitol bayarin ehhhh rb pajaibukan mar film ken iseng iseng aja,-3,Negatif,2,19
panjang langgan gopay saldo kurang kirim tp tonton film memyebalkan,1,Positif,4,10
kecewa berat nonton loading screen ga selesai selesai koneksi wifi bagus lancar,-18,Negatif,1,12
aplikasi kocak langgan diberitahu bayar akun email bayar langgan uang bayar tonton,-15,Negatif,1,12
g puruk akar,-3,Negatif,2,3
film gak gambar mohon baik uninstal apknya,-6,Negatif,1,7
dingin,-2,Negatif,2,1
langgan tahun jalan minggu udah gak tonton layar hitam,-6,Negatif,1,9
oke tonton suka harga langgan alam tonton sayang login browser pc,-6,Negatif,1,11
bagus diskon makasih banget loh yakritik ukur download video pecah pecah pas udah download gak sesuai ukur gb nyatapi kualitas kadang gak konsisten gitu mending turunin ukur download nya,22,Positif,5,29
deteksi pakai vpn,0,Netral,3,3
tonton tampil hitam layar loading jaring wifi stabil,-5,Negatif,1,8
buruk,-5,Negatif,1,1
taik aplikasi kaga nih gw nyoba nyoba langgan pas henti langgan ehh eror kaga batalin plisss langgan disney deh mending aplikasi kaya netflix dll udah jamin aplikasi muas gw kasih rating biar baca biar engga jadi kaya gw lagi flop banget aplikasi,-36,Negatif,1,42
harga bulan film dikit,-2,Negatif,2,4
jelek udh langgan basic yg tp gak nonton kelola akun trus ujung nya suruh langgan lg gimana sih x langgan coba,-5,Negatif,1,21
susah play koneksi wifi bagus muncul suara tolong baik,-18,Negatif,1,9
sistem bayar nya tolo,-7,Negatif,1,4
langgan promo keras,5,Positif,5,3
download langgan disney film ya putar terima kasih,7,Positif,5,8
langgan pakai gopay metode bayar gopay,-6,Negatif,1,6
udah uninstall berkalikali pindah pindah wifi sampe pake data seluler tetep gak gambar udah bayar tahun gak nonton apaapa kecewa sih,-15,Negatif,1,21
bagus akun sri marti sri,-4,Negatif,2,5
banyak iklan mending nonton apk ga iklan,-6,Negatif,1,7
black screen,0,Netral,3,2
aplikasi bagus,-8,Negatif,1,2
susah banget daftar pdhal udh bener nunggunya bgt lot bgt sinyal pdhal udh pake wifi,-15,Negatif,1,15
panjang langgan kaga udah sinkron ama gopay pas bayar login gimana cerita tuh pas nonton suruh kelola akun masuk gmail pilih paket langgan pas bayar via gopay kaga kaya gitu aja apaaan,2,Positif,4,32
mantappp,0,Netral,3,1
gak seru kecewa gak nonton susah,-8,Negatif,1,6
koleksi film kurang metode bayar nya rang pake shopee pay wallet nya bis gopay itu ribet suka error tolong tambah metode simple tinggal tonton kalo kualitas,-29,Negatif,1,26
mantab,0,Netral,3,1
aneh banget langgan metode bayar kadang suka logout,-7,Negatif,1,8
mantabh diskon auto langgan th,4,Positif,4,5
bayar langgan ribet,-5,Negatif,1,3
film yg gak update iklan tutup pas searching gak udh langgan tahun,3,Positif,4,12
aplikasi diupdate langgan mahal gambar gelap hitam cuman suara aja kayak dengerin radio,-12,Negatif,1,13
k beli paket premium tolong tingkat kualitas vidio nya rugi beli paket premium,4,Positif,4,13
kesel iklan nya mulu tolong,-8,Negatif,1,5
kalo gin enak gemar superhero marvel terimakasih promonya tolong banyak versi dubbing indonesia nya ,-5,Negatif,1,14
ga gmbrnya setan,-4,Negatif,2,3
unduh konten bersih cache masuk merestart telepon salah apk ubah,-7,Negatif,1,10
film jalan android tv buffering,0,Netral,3,5
hapus akun ga bayar pake gopay kemarin gagal bayar gabisa jugaaa,-13,Negatif,1,11
aplikasi nya bagus bayar nya mudahh bngtt suka dehh disney pixar dll aplikasi nya jg lumayan lengkap disney nya makasih udah ciptain aplikasi ini,-21,Negatif,1,24
solusi black screen simpel coba hp nya direstart coba buka disney moga solusi manfaat ,10,Positif,5,14
aplikasi buruk sejarah,-9,Negatif,1,3
kecewa langgan black screen udah coba atas tetep tolong baik,-6,Negatif,1,10
aneh bangget udah langgan ngga buka black screen tolong baik bug atu apa bayar lumayan ngga buka tolong benah,-25,Negatif,1,19
coba update blackscrenn kecewa langgan,1,Positif,4,5
blackscreen muluudah bayar gak nonton,-3,Negatif,2,5
hadeuuhhh langgan susah bngt bayar,-4,Negatif,2,5
langgan bayar aja susah udah konek gopay pea,-3,Negatif,2,8
akses langgan,4,Positif,4,2
ribet banget ngk bayar pakai gopay dgn status akun hubung niat nyari pelang yg bikin orng males karna saking ribetnya nih aplikasi yg bikin aplikasi ngk easy to use bayar aplikasi gopay pu error,-35,Negatif,1,34
okeh dah bagus moga black screen lagi,-9,Negatif,1,7
bayar pakek aplikasi e wallet gak nomer no e wallet dn disney nya mohon baik lagi,-13,Negatif,1,16
sebenernya bagus aja bayar langgan sulit masuk website pake kartu tambah dompet digital gopay kecewa,-5,Negatif,1,15
video putar tulis orang akun akun pakai tv,0,Netral,3,8
black screen terus komplain silah lihat email,6,Positif,5,7
aplikasi black screen putar film putar serial putar fil black screen,-4,Negatif,2,11
masalah yg langgan loh dr black screen stuck gak play device dgn alas penuh gak yg pake suara eh jawab suruh email disney mesti tim yg bikin aplikasi nya yg bebenah masal langgan yg udah bayar yg suruh ribet ina inu kerja yg bener baik aplikasi tau kerja tim nya kaya,-40,Negatif,1,51
tim disneyhotstar serius tanggap keluh langgan bukti keluh ulang layang blank video sendat parah keluh langgan rasa langgan aja susah ampun ulang kali coba login notif unusual traffic ga otp sekali otp tantang gopay tampil layan tolong baik,-29,Negatif,1,38
tolong ya udah mbayar langgan pas masuk suruh kelola akun tolong proses,1,Positif,4,12
apk nya eror make vpn tutor benerinnn nya ga nonton film,-4,Negatif,2,11
bangkrut ya gak akses,1,Positif,4,4
panjang langgan susah bener udah pake gopay masukin nomor bilang dah hubung tp ga dpt sms otp ya walopun dapet isi mana kode sayang banget pdhl film series nya bagus payah,-14,Negatif,1,31
udah langgan tahun nonton suara putus putus layar hitam gambar sekali,-17,Negatif,1,11
batal langgan paksa langgan paksa,-9,Negatif,1,5
top up gopay eh bayar hutang gopay,-3,Negatif,2,7
iklan lu berisik,0,Netral,3,3
rembes dah ,-3,Negatif,2,2
henti langgan susah payah email salah pas masukin otp email ya udh bener donkk,-3,Negatif,2,14
bayar ribet muter muter terusssssssss,-7,Negatif,1,5
ya nonton tv aja tp pas nonton hp layar itamgaada suaraloading terusngestug plis kasih saran rugi bayar gaada gambar ,-10,Negatif,1,19
gin deh saranin aja masuk nggak pakai email pokok nggak pakai email gak pakai nomor hp gitu langsung masuk aja masuk ribet deh ya orang butuh paspasan langgan turut nggak muas deh orang butuh paspasan langgan susah udah nggak uang langgan tolong banget semga dijwb ya mff klo berlbihn,-21,Negatif,1,49
tuh apk nya gmna yaa kog sulit banget masuk nya retry,-2,Negatif,2,11
bayar nya ribet kadang bikin kesal hasil muas love u disney ,-4,Negatif,2,11
kecewa langgan barubaru alami putar film nonton black screen muncul loading screen seakanakan film putar terus bantuin via instagram tidka apaapa langgan bayar gratis,2,Positif,4,24
langgan lancar gada gambar nya layar gelap suara doang udah update tetep aja kayak gitu tolong pake langgan,-11,Negatif,1,18
recommended banget nonton film,1,Positif,4,4
putar video yg download gabisa putar,0,Netral,3,6
layar nya hitam ya,0,Netral,3,4
udah langgan pas nnton film ga gambar,2,Positif,4,7
tayang film dokuma enternya tarik,5,Positif,5,5
sangka vpn blocker tolong mati fitur deteksi karna terkadang error aplikasi,-16,Negatif,1,11
tv kadang gak putar layar hitam doang film ribet bgt kalo nonton hp ,-6,Negatif,1,13
buset disney ni bug nga baik tonton hp gelap subtitle net lelang ,-12,Negatif,1,12
subtitle nya potong samsung tab s ga baca rating udh introspeksi harga langit,0,Netral,3,13
film putar sungguh kecewa,-1,Negatif,2,4
bayar langgan bayar gopay suruh bayar email respon,-7,Negatif,1,8
gak play kualitas sinyal ok paket langgan parah nih disney nyari untung doang,5,Positif,5,13
aplikasi update simpan sinyal wifi full lancar buka apa pas nonton disney tiba black screen udah relod bersih cache apk tetep aja black screen tolongglh bkin gak nyaman udah bayar mahal,-9,Negatif,1,31
bayar pake ovo ato pulsa ga tf va bank jg ga bayar susaaah jd langgan bingung krn ga pake gopay dn cc mau cash aja ato tf tolong donk luas bayar jgn batas,-10,Negatif,1,33
payah jelek gabisa film nya cuman black screen doang jaring aman nonton belah,-8,Negatif,1,13
nyambung laptop susah banget dah no hp udah kocak bgt,-7,Negatif,1,10
disney canda download film serial akses tulis alami ganggu,-8,Negatif,1,9
jelek aplikasi nya,-9,Negatif,1,3
film tonton dah nge bug gua bayar nonton layar hitam doang suara gambar gak apk rugi,-27,Negatif,1,16
sy coba bayar lg gopay tp krn no gopay sdh hubung hapus trus coba hubung lg ga riwayat bayar gopay tdk yg order bayar tokopedia kirim email jg ga lampir bukti bayar langgan mohon benah lg metode nya mgkn pakai alternatif gopay mgkn pakai dana mumpung diskon tp ga bisa jg coba bayar,-30,Negatif,1,53
oke,2,Positif,4,1
susah bayar,-6,Negatif,1,2
kualitas video pecah pecah,4,Positif,4,4
layar hitam tonton guna langgan hasil kecewa,-2,Negatif,2,7
ribet langgan,-2,Negatif,2,2
gilak aplikasi ya donlod deh gk guna,-3,Negatif,2,7
kadang kadang ngebug hapus cache bersih bersih enteng mohon tingkat,0,Netral,3,10
streaming lancar mantap,3,Positif,4,3
dih kocak nyesel banget black screenpadahal udah pakek wifi jariangan bagus udah ganti jaring black screenudah ganti wifi black screen jugamau nya sih,-13,Negatif,1,23
kalo langgan email sih ribet ribet gapapa kalo tambahin metode bayar gopay kartu kredit kartu debit kalo metode bayar dana ga langgan karna ga metode bayar dana,-20,Negatif,1,27
gambar ga muncul suara mohon baik aplikasi,-14,Negatif,1,7
tipu,0,Netral,3,1
layar nya gelap kalo nonton subtitle suara nya kenapaa dahh tolong baik,-11,Negatif,1,12
pliss min dapetin kode negara aja hari,-2,Negatif,2,7
ang g login,0,Netral,3,3
gak suka sebal,-1,Negatif,2,3
payah aplikasi disney filmfilm nya jelek gk kembang kalah aplikasi prime vidio bstation bstation iklan film nya lengkap pilih,-19,Negatif,1,19
promo ya,7,Positif,5,2
langgan gak tonton film kocak emang,-4,Negatif,2,6
bikin aplikasi gak niat sinyal kuat nonton kalo burik bgt gambar p,-10,Negatif,1,12
layar hitam ga gambar udah langgan hadeh rugi,-14,Negatif,1,8
film gabisa diplay layar hitam ngestuck gitu aja suara gaada tolong respon saran gimana marathon twd besok gin huft nyesel deh langgan disney banget nya,-12,Negatif,1,25
aplikasi jelek sore jam langgan jam eror gk buka apk jelek gk worit bgt instal,-19,Negatif,1,15
apk geratia,0,Netral,3,2
app sampah,-4,Negatif,2,2
aplikasi gil langgan suara g pas nonton layar hitam suara ga,-5,Negatif,1,11
awas promonya jebak saldo potong gak liat kecewa,-4,Negatif,2,8
bayar ya bantu respon,-1,Negatif,2,4
layar hitam mulu aneh,-9,Negatif,1,4
udah langgan suara doang yg ga gambar payah banget nama mah gede kualitas ga,0,Netral,3,14
turut oke banget pilih film nya variatif series nya seruseru,-2,Negatif,2,10
males untok nonton video kartun suruh bayar masessya cari uang uang,-12,Negatif,1,11
