content,score,at
Astaghfirullah. Percuma langganan indihome paket Disney . Mau login OTP ga masuk2 setiap hari kaga bisa login !! KAcau banget,1,2022-10-18 18:10:30
"Masalah saat Download, Please... sistem harus bisa pause otomatis dan nyimpen data download, Selalu mengulang ketika jaringan buruk & keluar sebentar",1,2022-10-18 15:52:05
🌟🌟🌟🌟🌟,5,2022-10-18 11:59:14
Tolong yaa.. bulan kemarin saya beli paket di my Telkomsel ada tulisan plus Disney hotstar 1 bulan bisa di pake.. sekarang beli lagi paket sama tapi kok gak bisa di pake ya.... Kenapa tolong di benahi .. keburu 1 bulan masa berlaku abis.. #admineturu,1,2022-10-18 06:46:16
"Kenapa setelah update terakhir, tidak bisa dibuka????",1,2022-10-18 05:17:37
"Minusnya cuman gk ada pengaturan pencahayaan saat play video, selebihnya mantap",5,2022-10-17 23:51:31
kenapa ga bisa login???? udh coba beberapa kali msih g bisa,2,2022-10-17 22:01:13
Jir udh berlangganan tapi tetap di suruh bayar lagi bngst emng,1,2022-10-17 21:18:32
"manteplah buat nonton film, kualitas gambar bagus, dapet gratis dari telkomsel",5,2022-10-17 18:20:43
MANA BLEACH AKU UDAH BAYAR TAPI KENAPA GK ADA GOBLOKKKK,1,2022-10-17 15:00:11
Film nya bagus semua apalagi wreck it ralph,5,2022-10-17 09:56:36
"Parahhh,,, Saya itu sudah berlangganan dengan membeli paket kuota bulanan di my telkomsel yg sekaligus berlangganan disney+hotstar tapi knpa pas mau nonton mesti berlangganan lagi.. Masih blm di perbaiki juga",1,2022-10-17 01:02:54
"Aplikasi bagus,download video kualitasnya oke bgt tapi klo nonton secara online dan tiba tiba jaringan kurang bagus kualitas video jadi menurun.",5,2022-10-16 23:28:49
"Lah, gabisa di buka bego Dah langganan gw su",2,2022-10-16 21:10:35
Saya minta bantuan untuk berlangganan satu tahun ya.. Karena saya sudah coba tapi tidak bisa. Terimakasih.,5,2022-10-16 20:58:28
"Video yg sudah didownload ga bisa diputar, terus apa gunanya download?",1,2022-10-16 20:27:06
Kasih bintang 🌟 lima deh,5,2022-10-16 19:29:46
Udah ngga kolaborasi lagi sama Telkomsel jadi saya un instal,1,2022-10-16 17:49:11
"all good, tpi bisa add more movie ngga hehe... kek stranger thing gitu",4,2022-10-16 17:40:45
"Semenjak update ga bisa lagi streaming suka keluar sendiri dari aplikasi, padahal udah langganan, jaringan bagus hp oppo a74 masa ga bisa nonton streaming",1,2022-10-16 16:43:58
"Aplikasi sangat buruk, video yang sudah diunduh kenapa malah terhapus sendiri 👎",1,2022-10-16 11:18:27
"Bagus sih banyak pilihan audionya tp filmnya kurang lengkap , apalagi film atau serial india hampir gak ada sama sekali, mohon untuk film atau serial india ditambahkan",4,2022-10-16 10:54:04
"Salah satu platform streaming terbaik, tingkatkan lagi, perbanyak lagi film/series nya . Over all 8.5/10",5,2022-10-16 09:07:51
"abis update kok jadi gk bisa nge stream,padahal langganan hot star plus masih jalan dan sinyal ok ok aja....tolonglah di fix rugi njir gw beli langganan hot star plus kalo gk bisa di tonton gini mah 🥲",1,2022-10-16 09:04:14
"Biasanya beli paket tsel yg combo sakti sdh berlangganan disney. Ini baru beli paket combo, setelah di buka aplikasinya, malah harus berlangganan ulang. 2x keluar biaya dong klo bgtu.. kecewa",2,2022-10-16 07:25:41
Gak suka berbayar,1,2022-10-16 04:51:18
"Bete bgt beberapa kali dah download film biar bisa ditonton offline ehhhh kena masalah DRM apalah itulah... Jadi ga bisa ditonton sia sia download udah ber giga"" ... Buang"" kuota aja :(",1,2022-10-16 02:36:36
"Pdahal sya sudah brlangan di combo sakti telkomsel, tpi malahan di aplikasinya blom brlnganan. Pdahal dlu bisa, entah skrang kayak gini",1,2022-10-16 00:44:25
"kenapa setiap habis dipause selalu loading lama terus semua film jadi gabisa ditonton, tolong diperbaiki.",3,2022-10-16 00:19:25
Kenapa pas di buka video malah kemabli ke menu utama disney :(,1,2022-10-15 21:33:26
"Menurut saya yg sdh berlangganan n****× bertahun² saya tdk pernah kecewa. Tetapi masih penasaran Dan mencoba keberuntungan lagi berlanganan Disney 1th untuk ke 2 kalinya, ternyata tetap masih kecewa. Aplikasi tdk bs digunakan di smart TV, atau login play melalui web juga tdk bisa, mohon penjelasannya dr pihak disney. Percuma saya byr 1th tapi tdk bs dimainkan melalui smart TV maupun Xbox saya, slalu error dan suruh hub web disney yg ga jelas. Bener² payah dan sgt merugikan.",1,2022-10-15 21:21:29
"untung beli yg promo 10rb dapet kuota 3gb, hampir ga kepake karena loading teroos jaringan by u nya, super siput meeen, pas nyoba klik film2nya loading lagiii (padahal idah pakai jaringan yg lain, yg jauh lebih bagus lagi), yaa sudahlah itung2 sodaqoh ajee, tapi karena sodaqohnya ke korporat, jadi timbal baliknya ane kasih juga bintang satu, kalo ada minus kasih minus sekalian",1,2022-10-15 17:12:01
Anak² sangat sukaaa,5,2022-10-15 16:58:22
"Untuk IT develop pembuat aplikasi tolong buatkan fitur berlangganan dg sistem potong pulsa, seandainya bisa, yakin pasti bakal banyak yg akses.",5,2022-10-15 16:31:01
Login Via Web Sangat Sulit Dan Susah Sekali. Bintang Satu Cukup Menjadi Gambaranya.,1,2022-10-15 15:42:19
Bgs tpi kurang blm ada avatar 1,4,2022-10-15 15:06:37
Saya sedikit kecewa dengan disney+ karena tidak bekerja sama lg dengan telkomsel. Karena saya pelanggan setia telkomsel(alasan karena hanya di tempat saya telkomsel saja yg bagus).sekarang saya tidak bisa menikmati layanan disney+.padahal ud nyaman dengan aplikasi ini.sekrang harus saya uninstall.,3,2022-10-15 09:33:10
Kenapa gx bisa lagi berlangganan dengan Telkomsel sih... Malah suruh langganan ulang.. jadi males buka nya lagi 😡,3,2022-10-15 08:27:18
Jelek,1,2022-10-15 07:40:58
Keren banget,5,2022-10-15 06:37:05
"Sejauh ini sudah bagus, good job disney + hotstar",5,2022-10-15 06:06:30
Apl nya bagus,5,2022-10-14 22:02:03
Sekarang harus langganan sendiri gak bisa dari paket telkomsel,3,2022-10-14 18:13:01
Cantik banget udah ganti kmu Disney baik langsung ke orang dimana sih?,5,2022-10-14 17:45:48
"Loading mulu padahal sinyal bagus, aneh.",1,2022-10-14 14:51:03
Sudah tidak bekerja sama lagi dengan paket kuota telkomsel 😞,1,2022-10-14 14:24:23
Aplikasi sangat Buruk!!!!. Banyak film yg tidak bisa diputar di TV. Karena masalah DRM. Lebih baik nonton di aplikasi dan website ilegal daripada berlanggan disney tapi banyak masalah.,1,2022-10-14 07:15:05
Bisakah kau menghadirkan the walking dead versi ful hehe soalnya saya pengemar the walking dead,4,2022-10-14 01:03:20
"Saya sudah berlangganan melalui paket data TELKOMSEL,tapi kok suruh daftar lagi berlangganan....",1,2022-10-13 19:45:20
"Saya kasih bintang 1 karena harus paketan bulanan sendiri tidak gabung dengan paket bulanan internet combo sakti lagi , sangat kecewa",1,2022-10-13 19:08:46
"Tidak ada list episode, bingung kelanjutan episode mau tonton dimana dicari-cari gak nemu!!",1,2022-10-13 18:46:19
"Berlangganan yg langsung setahun, film sangat beragam, tapi sangat mengecewakan resolusinya pdhal udh di sering yg tinggi gambar sering bgt ngeblur, padahal sinyal bagus",3,2022-10-13 17:36:03
Sangat banyak menganggu saat aplikasi ini lagi di gunakan.. akhirnya penyesalan yang datang untuk yang sudah berlangganan,1,2022-10-13 17:17:33
"Ini kenapa yh saya lagi nonton the walking dead kok pas episode 11 season 3 kok gak bisa putar video nya ada tulisan ""kesalahan memutar konten ini karena layanan media tidak tersedia pada perangkat anda. Silakan mulai ulang perangkat anda dan coba lagi (PL-1100)"" plis lah min gua udah buang 10 gb gua buat dowload the walking dead season 3 ini min masa gak bisa nonton jadi PLIS MIN KASIH LANGKAH ATAU CARA PERBAIKANNYA MAKASIH:)",1,2022-10-13 16:52:15
"Pdahal setiap Kali beli paket Telkom pasti ada bonus paket Disney + hotstar selama 30 hari, tapi skrg paket bonus itu udah ga berlaku, walau pun ada, tapi gabisa di pke nonton lagi, harus berlangganan dulu😏. Aga kecewa sih tapi yah mau gimana lagi...",3,2022-10-13 13:49:35
"Knp yaa ko gabisa di play muter"" Trus pdhal sinyal bagus yg udh di download juga sama gabisa di play",1,2022-10-13 10:12:30
Mantap,5,2022-10-13 09:04:43
Kenapa sekarang harus bayar ya? Biasa udah dapat pas daftar paket Telkomsel. Kok jadi gini sih 🥲,1,2022-10-13 07:47:01
"gimana sih, paket telkomsel di keterangannya sudah include langganan perbulan, begitu dcoba nnton malah gak bisa, aneh!",1,2022-10-12 22:07:53
Pembayarannya rumit,1,2022-10-12 20:50:34
Sekarang tidak langganan dengan Telkomsel lagi ya.. Cocok untuk tontonan bwt anak2.,2,2022-10-12 18:47:29
masih inget banget dulu ini gratis sekarang udah berbayar wkwk,1,2022-10-12 18:18:16
asslamualakun,4,2022-10-12 16:05:53
Baja,3,2022-10-12 15:25:47
ao ashi episode terbaru kok sudah gak ad,1,2022-10-12 15:04:19
Apakah anime BLEACH 1000 years war blood jd tayang di disney + ?,5,2022-10-11 22:44:29
"Ubtuk developer, tolong aplikasinya diperbaiki, sudah berlangganan 1 bulan dan masih berlaku cukup lama, internet stabil dan cepat lancar untuk youtube Tapii kenapa buat streaming film di aplikasi ini tidak bisa ? Buffering terus. Apa perlu kalian mendapat rating Bintang 1 terus ? Udah banyak yang komplain lohh udah lama juga, masa iya ga ada pembenahan ? Tolong lah perbaiki ini apkikasi segera......",1,2022-10-11 22:35:22
"Resolusi kok parah + tolong di tambah genre sport, sisanya aman. Untuk sementara 🌟🌟🌟 Semoga kritik dan saran dari customer di respon cepat.",3,2022-10-11 21:20:51
Mantap,5,2022-10-11 20:41:13
lucu... abis di update semua video jadi prabayar,1,2022-10-11 20:22:19
Mantap..... Tapi yang film lokal Indonesia tambahkan lagi filmnya kurang lengkap 🙏,5,2022-10-11 18:14:45
"udah beli paket simpati yang ada langganan video primere nya tapi sekarang udah gak bisa nonton Disney hotstar lagi, percuma simpati ada kuota nontonnya gak kepake",2,2022-10-11 18:12:01
Le oike,3,2022-10-11 15:09:00
Bgus bgt,5,2022-10-11 13:48:49
Katanya berlangganan by.u ternyata nggak,2,2022-10-11 13:24:59
Ok,5,2022-10-11 12:52:25
"overall udh bagus, fitur-fitur yang disediakan juga sudah memadai. Tetapi ada hal yang membuat kesal adalah, waktu menonton Film / Series tiba tiba film tsb menjadi blank ( gelap ) mohon diperbaiki lagi, ini sudah terjadi berulang kali dan itu sangat mengganggu",1,2022-10-11 12:41:09
Kenapa saya mau memutar tidak bisa saya sudah bayar katanya media tidak tersedia pada terperangkap saya silahkan mulai ulang perangkat saya dan coba lagi (PL-1101) Katanya boleh tolong dijelaskan,1,2022-10-11 11:38:28
"Disney makin lama makin ampas , gue streaming ngelag mulu padahal di platform lain lancar2 aja di netflix dan youtube ga pernah bufeing cuks cuma di disney+ doang bufring asyuu",1,2022-10-11 03:51:07
Sy suka aplikasinya cuma sayang susah bayar harusnya ada bisa bayar di Alfamart minimarket Indomaret atau dana kan bagus,2,2022-10-10 21:57:12
"Biasanya beli paket internet telkomsel yang 91 ribu udah sekalian berlangganan, ini sekarang aku disuruh bayar lagi buat berlangganan",1,2022-10-10 21:55:06
Download ini krna ada gratisan dari by u tiap bulan dan cuma buat nonton series kesukaan The Walking Dead,4,2022-10-10 21:41:06
Tambahin dana,5,2022-10-10 21:11:38
Ini kenapa yaa gangguan atau apa? Ga bisa dibuka,2,2022-10-10 21:08:36
"Di tunggu update serial tv nya Fear Walking Dead, Serigala Terakhir 2 dan yg lainnya min",5,2022-10-10 16:45:55
Saya mau nanyak saya beli paket internet telkomsel kata nya gratis langganan disney 1 bln tapi kenapa tidak bisa ya disneynya ??,1,2022-10-10 16:38:21
Tidak bisa bayar bulanan dengan emoney,1,2022-10-10 15:20:43
Asu,1,2022-10-10 14:44:37
Gak tau,5,2022-10-10 14:16:58
Kok dah bayar sekarang nontonnya ???,1,2022-10-10 12:43:54
Saya turunkan kembali!!! Kenapa telat meng-update film terbaru seperti The walking dead season 11 episode 18 seharusnya kemarin sudah rilis! Aplikasi ini berbayar! Masa kalah sama aplikasi sebelah yang ilegal yaitu LK film!! Lk film yang ilegal aplikasi nya tetapi mereka utamakan kepuasan penonton nya update film film terbaru nya selalu cepat!!!!,3,2022-10-10 10:40:14
BAGUS 👍👍👍,1,2022-10-10 10:01:45
Kenapa dah pas lagi enak enak nonton malah terjadi error padahal sinyal udah bagus BENERIN DONKKK!!!,1,2022-10-10 07:59:12
mantap,5,2022-10-10 07:21:57
Tiap pushrank dapet tim gajelas,1,2022-10-10 00:21:02
Ok,5,2022-10-09 22:06:12
"Apa gunanya fitur download kalau udah di download tidak bisa di play njing , emosi gw",1,2022-10-09 21:38:15
Update the owl house dong sudah mau keluar S3 tapi S2 baru Sampek eps 16.,3,2022-10-09 19:56:28
Sudah berlangganan tetapi tidak bisa memutar film padahal wifi lancar,1,2022-10-09 19:55:39
Bagus sekali 😇👌🔥,5,2022-10-09 19:20:20
Bagus,5,2022-10-09 19:00:43
tidak dapat otp,1,2022-10-09 18:06:54
Keren,5,2022-10-09 16:49:42
"min, kok ini saya gabisa masuk ke apk nya ya, ada tulisan 'somenthing went wrong' tolong diperbaiki saya mau nonton",1,2022-10-09 16:06:42
"Aplikasi nonton film ter-ringan... Dari sinyal, dan peforma semua ringan. Beli kuota Telkomsel dapet langganan 30 hari 💕 de best dyeh......",5,2022-10-09 15:39:20
"udahh baguss, tpii resolusinya ditingkatkan lagiii🙏🏻",4,2022-10-09 15:31:18
aku gak suka sama aplikasi ini,1,2022-10-09 14:50:14
Good,5,2022-10-09 13:55:58
Gw udh beli paket telkomsel yg ada include hotstar ny .tpi malah di suruh berlangganan lagi jan stress lu,1,2022-10-09 13:36:37
Nggak lengkap,1,2022-10-09 12:20:48
Kalau bisa tambah kn film Indonesia min seperti ngeri ngeri sedap,5,2022-10-09 12:14:15
Lumayan,2,2022-10-09 11:35:06
"Ga lengkappp, masa engga ada movie animee padahal di iklannya ada anime loh, tapi aslinya gada yaampun kecewa",1,2022-10-09 10:10:26
Film horrornya lengkapin lagi pasti seruu,4,2022-10-09 09:47:53
Kok makin mahal. Dulu gak semahal ini,1,2022-10-09 09:40:26
kok videonya jadi patah patah padahal jaringan bagus,3,2022-10-09 09:04:09
Kok ndak bisa dibayar,1,2022-10-09 08:25:56
Paket bulanan HANYA DENGAN KARTU KREDIT,1,2022-10-09 06:12:10
Disney makin kesini makin jelek film nya lama di upgrade nya padahal saya langganan buat yg setahun tapi film²nya ga ada yg baru sama sekali,3,2022-10-09 05:59:28
Keren2 lah,5,2022-10-08 20:18:37
Mohon maaf ko ukuran huruf disubtitle hape saya kecil sekali padahal ukuran huruf sistem dihp udah besar. Nyari pengaturan nya ngga ada.,2,2022-10-08 18:12:56
"Macam mana ku mau bayar langganan, susah kali...",2,2022-10-08 17:43:58
"Ini kenapa gak bisa jalan movienya slalu ""Terjadi kesalahan. (PL-1001)"" udah restart, log-out log-in lagi, uninstall trus instal ulang. Benerin donk!!!!!",2,2022-10-08 17:19:49
"APLIKASI BAGUS TAPI GILIRAN SAYA MEMBELI DARI TELKOMSEL MALAH TERTULIS TIDAK BERLANGANAN,LENYAP UANG GITU DOANG",2,2022-10-08 17:00:19
Tolong kasih opsi audio bahasa Indonesia di film spider-man filmnya udah bagus-bagus tapi kok banyak film yang dihapus seperti film Titanic dan Avatar,5,2022-10-08 16:02:44
Kalau udah berlangganan tetep harus ada kuota,1,2022-10-08 15:23:14
mantap keren,5,2022-10-08 14:05:38
"Halo saya sudah beli langganan disney seklian dipket internet telkomsel ,tapi kenapa tidak terhubung ya sudh masukan nomor yg sma",1,2022-10-08 13:13:26
Saya sudah beli paket kuota yang berlangganan Disney+ Hotstar di Telkomsel. Tapi ketika saya mau nonton Thor Love and Thunder malah disuruh beli paket berlangganan lagi. Tolong dong perbaiki. Nomor saya sudah berlangganan lho.,1,2022-10-08 12:44:15
"Tidak bekerjasama lagi dengan paket bulanan internet Telkomsel, maaf saya hapus aplikasi ini",1,2022-10-08 11:00:44
Ur Auth is suck Didnt get OTP code,1,2022-10-08 09:25:58
"Aplikasinya bagus, filmnya juga rame-rame, Terima kasih",5,2022-10-08 08:12:08
Awalnya saya sangat heppy stiap kali bli data actif paket nnton di disney+Hotstar 1 bulan saya sangat happy tpi blm setahun gratis 1 bln nntonnya patah di telan sebulan jujur saya kecewa & saya minta mf app ini suda saya hapus✌😢😢,2,2022-10-08 07:12:15
Masa sekarang yg pake no Telkomsel udah ga bisa nonton lagi dan harus berlangganan,1,2022-10-08 06:34:53
Film gak ada yang baru,1,2022-10-08 00:38:45
Good,5,2022-10-08 00:03:12
Mantap tambah terua filmnya!,5,2022-10-07 23:30:18
"Kenapa habis di update malah jadi suruh bayar pas mau nonton? biasanya kalo beli kuota + disney hotstar udah gratis pke telkomsel , dahlah uninstal aja !!",1,2022-10-07 23:21:51
Good,5,2022-10-07 22:25:31
Ok,5,2022-10-07 22:09:35
"Kualitas udah tinggi ,tapi udah kaya rendah tolong di perbaiki",1,2022-10-07 20:44:10
Mantap,5,2022-10-07 19:57:53
Saya kan udh beli paket di telkomsel plus berlangganan disney ko mash harus bayar lg,1,2022-10-07 17:51:53
Arif. Muharrom,5,2022-10-07 17:04:57
Aplikasi sok elite login sulit,1,2022-10-07 16:31:03
Jual sepatu brodo cek blackmenthol771 di Tokopedia.,1,2022-10-07 16:26:20
disney+ Hotstar aplikasinya tidak sulit dan tidak berbelit-belit,5,2022-10-07 16:24:25
OTP nya ga masuk2,1,2022-10-07 15:53:58
Nge lag teross,1,2022-10-07 13:45:56
"Ini gimana sii, setelan apanyaa dah, baru ge download pengen nonton cars, malah isi nya india semua, lah gimana, gebleeg kalih",1,2022-10-07 12:25:58
ngebug,1,2022-10-07 12:07:55
Buruk. Tdk bisa bayar,1,2022-10-07 12:02:40
Sering force closed sendiri aneh,1,2022-10-07 11:07:40
kecewa sering ngebug padahal lagi seru seru nyaa,1,2022-10-07 07:23:58
Dah g dapet free langganan dari paketan telkomnyet wkwkwk,1,2022-10-07 05:37:43
Nice,5,2022-10-07 05:23:04
"The owl house kapan update woe, koks nge stuck di eps 16 s2 sih, mana upload nya tanggal 23 april pula EYYYYYYYY",4,2022-10-06 23:53:24
"Kenapa sekarang paket premium nya ga gabung sama telkoms*l dahh.. perasaan dulu ada paket gabungan nyaa,",4,2022-10-06 22:32:24
Ok bgt,5,2022-10-06 22:26:09
Haa ga asik lgi percuma ujung ujung'nya suruh bayar jugaa.. Hapus aja lah👋,1,2022-10-06 21:58:27
Kualitas video tidak sesuai setingan,3,2022-10-06 21:18:15
"Sakit mata, subtitle nya kecil amat kaya gak niat kasih subtitle.",2,2022-10-06 20:57:27
Karena paket kuota telkomsel gw gak termasuk langganan disney jadi harus bintang 1,1,2022-10-06 20:39:34
Sekarang berbayar gak seru,1,2022-10-06 20:31:37
"Kenapa skrg msti berlangganan , ?? Padahal sblm di upgrade g perlu ,skrg msti berlangganan ,saranku jangan pada di upgrade / download , mending hapus aja",1,2022-10-06 19:56:21
Good luck,4,2022-10-06 19:16:35
Top,5,2022-10-06 19:01:11
"Tolong ditambahkan fitur kecepatan perputaran Vidio ya seperti di YouTube . Dan perbaiki yang sering ngebug di laptop nya , soalnya suka ngebug padahal sinyal aman. Memori banyak terima kasih",5,2022-10-06 18:25:46
Saya sarankan menambahkan Film Ivanna dong plissss,5,2022-10-06 18:23:58
"Pemilihan kualitas video nya bikin eneg, udah di setting ke kualitas tinggi tapi malah burik, berkali-kali update kirain bakal bener tapi tetep aja. Niat kerja bikin aplikasi ga sih? Udah dibayar masa kesalahannya gak bisa di tambal",1,2022-10-06 15:38:02
SUNG GUH LUAR BIASA,5,2022-10-06 15:33:54
Udah beli paket Telkomsel mahal2 skrg udah terpisah berlangganan Disney hotstarnya mending nonton netflix daripada berlangganan disneyhotstar,1,2022-10-06 14:20:16
trash agenda,1,2022-10-06 13:51:34
"brlanggananx lwat tlkomsel, giliran bka apkx d sru langgan lagi...🤔😥",1,2022-10-06 09:37:03
Bagus tapi berbayar,5,2022-10-06 09:08:33
Udan langganan buat 1thn..giliran baru di pakai 1hari..besok nya lagi kok berubah jadi film India semua...,1,2022-10-06 07:14:57
Saya ingin berhenti berlangganan karna saya tidak pernah menggunakan ataupun menonton di apk ini. Tagihan sudah 3 Bulan berjalan. Aneh,1,2022-10-06 00:25:55
Keren,5,2022-10-05 23:47:10
bull5hit your app is broken,1,2022-10-05 22:25:27
"Film nya bagus""",5,2022-10-05 21:39:16
Dimana film Titanic kok tiba-tiba hilang?,4,2022-10-05 21:28:27
Sangat menghibur,5,2022-10-05 20:52:24
Sekarang udah gak gabung dengan T-sel Yaa... Harus berlangganan 😌,1,2022-10-05 20:49:31
Kok gak bisa diputar film nya,5,2022-10-05 19:49:34
sering bgt ada pembaruan aplikasi tapi kualitasnya sama aja ga ada peningkatan,4,2022-10-05 19:17:01
Aplikasi terhenti dan stop waktu scrol,2,2022-10-05 18:42:07
Injiy,5,2022-10-05 18:39:22
Sedih bgt karena udah ga satu paket sama paket kuota telkomsel.,2,2022-10-05 17:08:55
GOOD,5,2022-10-05 16:44:58
Tolong Disney saya sudah berlangganan tapi kenapa kok malah tidak bisa saya beli di MyTelkomsel dan yg saya langganankan itu akun saya kenapa kok malah tidak bisa menonton film disuruh langganan lagi??? Jadi saya ingin pihak Disney untuk bertanggung jawab atas langganan saya,1,2022-10-05 15:22:00
saya sebagai pengguna telkomsel : kukira hubungan kita istimewa..terimakasih disney😻,5,2022-10-05 14:03:40
Klu SDH dapat gratis langganan dari paket combo sakti Telkomsel kenapa masih disuruh berlangganan ?,1,2022-10-05 13:48:23
"hp lo pda kali yg rusak, gw baik baik aja tuh, mau nnton di tv ataupun di hp semua ny baik baik aja",5,2022-10-05 13:38:19
Kalo post episode the owl house jangan digantungin lah sattttt!!!,1,2022-10-05 12:39:39
kenapa serial radhakrishna gak ada ya?,4,2022-10-05 11:56:03
Ok,5,2022-10-05 11:30:05
"Dear disney,saya instal aplikasinya krn promo dng pengisian pulsa dr telkom.filmnya bagus2 tp knp skrng tdk ad lg promonya dng telkomsel???",5,2022-10-05 08:18:21
Saya sudah 1 tahun lebih memakai aplikasi ini dan saya puas akan kinerja yang diberikan,5,2022-10-04 21:47:06
Tidak menyenangkan,1,2022-10-04 17:58:07
Ngeselin padahal udah bikin resolusi tinggi eh malah berubah ke resolusi rendah kek make resolusi otomatis ngeselin,1,2022-10-04 17:15:25
Min kasih tambahan membership tambahan 1 Minggu gratis!!,5,2022-10-04 17:00:15
Saya coba download dulu kalo bagus tambah bintang kalo jelek 1 bintang,3,2022-10-04 12:01:59
"Saya kasih bintang 5 bagus keputusan tepat juga buat nurunin kualitas pas sinyal jelek tapi 1 mungkin yg gw saranin film dan serialnya tolong di tambah lagi banyakin lagi kerja sama, kekurangannya cuma ada di film sama serialnya dikit",5,2022-10-04 09:50:47
"Apa karena daftar pake harga murah, jadi mau masuk di smarttv ga bisa? Dg nomor sdh benar ga ada telp ato sms dr disney😑 udah ulang berkali2 tetap ga bisa",3,2022-10-04 09:40:13
Karena udah gak ada gratisan berlangganan dr telkomsel jadinya uninstall deh :(,4,2022-10-04 08:31:03
Saya mau berlangganan dengan pembayaran setiap bulan. Tpi selalu dialihkan untuk pembayaran pertahun 👎,1,2022-10-04 07:09:43
"Maksudnya mungkin agar penonton mudah untuk mengerti dengan cara menyederhanakan kalimat dalam subtitle Indonesia. Tapi tolong jangan terlalu disederhanakan. Contoh: ""kau sangat hebat dalam berkendara"" disederhanakan menjadi ""kau sangat lihai"". Hal seperti Ini terjadi di puluhan Film Dan ratusan Episode yg saya tonton. tolong ganti subtitle dengan subtitle yg tidak disederhanakan, agar kami tau gaya bahasa Dan kata-kata yg dipakai dalam FILM, Sehingga kita bisa menghayati film dengan baik.",2,2022-10-04 05:37:38
"Mulai kapitalis nih aplikasi, langganan perbulan ga bisa di bayar, maksa terus ke pertahun. Udah resolusi burik terus, langganan juga pemaksaan. Ga suport sama ekonomi lemah nih.",1,2022-10-04 03:37:19
"sangat menyesalkan,padahal saya sudah beli paket maxtreem tapi masih harus bayar biaya langganan aplikasi.Sangat kecewa dengan berbelitnya aplikasi ini.",1,2022-10-04 03:18:35
Apakh sudah gak gabung lagi dengan telkomsel.? Ko sekarang gak ada di paket telkomsel.?,1,2022-10-03 23:10:27
Good,5,2022-10-03 21:19:13
"Kok udh langganan masih aja nyedot data sih, prcma langgangnan klok kyk gt hmmm",3,2022-10-03 20:45:57
"Kenapa nonton WALKING DEAD gak bisa!! Malah muncul list biru polos gak jelas tanpa keterangan apapun. Tolong segera diperbaiki, kalau sudah nanti saya kembali kesini lagi dan tak ubah jadi bintang 5",1,2022-10-03 19:58:45
"Baru download dan bayar, pas mau nnton ehh malam loading terus.. ini gmna sih",2,2022-10-03 19:57:07
"Sekarang kudu berlangganan, kalo gini mending pake apk sebelah xixixi. Sory aku uninstall",3,2022-10-03 18:08:47
"Please, update series anime nya",4,2022-10-03 16:46:07
"sekrg harus byar klw mau nonton,bisanya gak",1,2022-10-03 15:13:49
Ini tidak free,1,2022-10-03 15:08:37
"Saya sdh melakukan pembayaran berlangganan,melakukan pengaduan jg tapi msh blm bisa menonton jg, dan disuruh berlangganan lg, anehhhh",1,2022-10-03 12:16:06
"Buang2 kuota aja,udah download video sampe ratusan mb per video tapi gk bisa di tonton,percuma menyesal saya download banyak2",1,2022-10-03 12:14:26
Udh bagus tetapi tidak bisa menonton di semua perangkat,4,2022-10-03 10:39:23
Scam,1,2022-10-03 09:56:09
Mau berlangganan dengan pemakaian pulsa selalu gagal terus katanya pulsa tidak mencukupi sedangkan saya sudah mengisi pulsa sesuai bahkan melebihi dari harga yg ditetapkan,1,2022-10-03 09:55:08
Good,5,2022-10-03 00:45:21
Saya sdh berlangganan malah gk bisa d gunakan,1,2022-10-02 22:46:49
"Tidak hanya tersedia film disney, banyak film lama indonesia juga. Bahkan ada WWE (SmackDown).",5,2022-10-02 22:31:01
Gue udah berlangganan tapi ngga bisa nonton woiii !!!,1,2022-10-02 21:32:00
Coba update dong biar kecerahan layarnya biaa diatur²,3,2022-10-02 18:39:28
Keren,5,2022-10-02 18:07:13
Yrs Fu,5,2022-10-02 16:53:28
Tolong lab rats season 3 dan 4 nya segera update dong please,5,2022-10-02 16:18:53
Sekarang gabisa di buka harus berlangganan Padahal kemaren-kemaren bisa berlangganan via data nonton lokal Telkomsel,1,2022-10-02 15:08:30
Ok sih ..cuma teks nya kecil banget ...🙉,3,2022-10-02 13:34:02
Lah ini apk gimana si baru buka dah ga bisa.coba lain waktu. Kocak geming ni apk AWOKAWOK TLOL NI APK,1,2022-10-02 11:41:30
paket combo sakti telkomsel udh gak dapet langgaanan disney plus ?,5,2022-10-02 10:00:40
Sya sangat kecewa mau nonton tapi harus berlangganan buat mening yutub kalau GK berlangganan gue kasih bintang 5 👿👿👿👿👿,1,2022-10-02 08:36:31
Keren,5,2022-10-02 08:16:47
Ga usah dowlod apk berbayar,1,2022-10-02 06:50:23
Loding trus males,5,2022-10-02 06:47:03
Bagus,5,2022-10-02 06:22:11
Kecewa gak bisa lagi nonton disney beli paket kuota Telkomsel yg ada + berlangganan selama 1 bulan gratis dng membeli paket combo sakti,3,2022-10-02 01:50:21
"Semakin di-update semakin ANCUR. Gak bisa play film lagi, seolah2 saya pake HP dengan RAM 500MB, kebayang kan? Lemot bukan main.",1,2022-10-01 23:32:30
Mau bayar yg 1 bulan malah d paksa beli yg q tahun!!!! Gk jelas!!,1,2022-10-01 23:31:37
keren,5,2022-10-01 22:59:22
